t,x_obs,y_obs,x_best,y_best
6.0,88.364456,57.784378,59.66949804341921,45.80288436987335
6.036024016010674,74.283936,54.40678,59.70221940817699,45.81808534362225
6.072048032021348,60.256474,46.311462,59.735003366499136,45.83316912073856
6.108072048032021,82.13437,57.717567,59.76784989619276,45.848135742775
6.144096064042695,101.03639,67.84934,59.80075896768028,45.86298526511094
6.180120080053369,69.284134,48.406086,59.83373054399161,45.877717756967115
6.216144096064043,77.81013,57.588833,59.86676458075703,45.8923333014188
6.252168112074717,91.29688,63.03135,59.89986102620114,45.90683199540736
6.28819212808539,107.66841,65.91405,59.933019821137485,45.921213949750125
6.324216144096064,76.40689,56.871525,59.966240898964124,45.935479289148795
6.360240160106738,72.313515,51.168285,59.99952418566008,45.94962815219605
6.396264176117412,100.56871,68.07376,60.0328695997826,45.963660691380646
6.432288192128086,85.40742,57.31956,60.066277052465324,45.97757707309091
6.468312208138759,65.73637,47.454475,60.09974644741734,45.9913774776165
6.504336224149433,78.559,57.776672,60.133277680923015,46.00506209914865
6.540360240160107,102.01643,67.376236,60.16687064184285,46.01863114577866
6.576384256170781,92.44081,67.234024,60.20052521161503,46.032084839494914
6.6124082721814545,102.319664,67.23141,60.234241264258024,46.045423416178075
6.648432288192128,73.051186,52.32614,60.26801866637393,46.05864712559479
6.684456304202802,70.23932,48.974834,60.30185727715277,46.07175623138967
6.7204803202134755,88.56056,57.891556,60.33575694837761,46.08475101107569
6.7565043362241495,91.96877,65.819046,60.3697175244306,46.097631756022835
6.792528352234823,86.83264,57.347816,60.40373884229988,46.11039877144526
6.8285523682454965,92.62934,67.65634,60.437820731587365,46.12305237638666
6.8645763842561704,104.750336,66.19454,60.47196301451741,46.13559290370407
6.900600400266844,73.5264,53.136063,60.506165505946306,46.148020700050004
6.936624416277518,93.27278,68.66579,60.54042801337279,46.160336125852936
6.972648432288192,71.30269,49.905098,60.57475033694925,46.172539555296126
7.008672448298865,64.975815,47.35335,60.609132269494,46.184631376294824
7.044696464309539,89.05592,58.24083,60.64357359650427,46.19661199047182
7.080720480320213,100.71979,68.00157,60.67807409617019,46.2084818131313
7.116744496330887,106.31808,65.80417,60.712633539389614,46.22024127323111
7.152768512341561,108.06331,66.10597,60.74725168978378,46.231890813353395
7.188792528352234,67.84049,47.865753,60.78192830371397,46.24343088967347
7.224816544362908,82.02788,57.731422,60.816663130298885,46.2548619719272
7.260840560373582,98.86425,68.84363,60.851455911433035,46.26618454337663
7.296864576384256,72.67582,51.715893,60.88630638180595,46.27739910077402
7.33288859239493,97.88674,69.218376,60.92121426892226,46.288506154324224
7.368912608405603,88.70565,57.981354,60.956179293122645,46.29950622764544
7.404936624416278,70.66043,49.300117,60.99120116760572,46.31039985772829
7.440960640426951,95.17704,69.66583,61.026279598450685,46.32118759489336
7.476984656437625,90.98131,61.803932,61.06141428464098,46.33187000274699
7.513008672448299,74.11193,54.128273,61.096604918088666,46.342447658135484
7.549032688458972,67.423485,47.758686,61.131851183659805,46.35292115109773
7.585056704469647,75.07062,55.54406,61.16715275920061,46.36329108481618
7.62108072048032,93.32456,68.72479,61.20250931556453,46.373558075566145
7.657104736490994,92.49515,67.36309,61.23792051664011,46.38372275266355
7.693128752501668,109.09305,67.57011,61.273386019379856,46.39378575841109
7.729152768512341,74.6767,55.005707,61.30890547382979,46.40374774804268
7.765176784523016,84.74091,57.372154,61.34447852315998,46.413609389666405
7.801200800533689,83.09207,57.584,61.380104803695886,46.42337136420581
7.837224816544363,78.128586,57.682087,61.41578394495056,46.4330343653396
7.873248832555037,65.000305,47.356487,61.45151556965768,46.44259909943979
7.909272848565711,92.592575,67.57944,61.48729929380548,46.4520662855082
7.945296864576385,94.47159,69.50913,61.52313472667144,46.46143665511145
7.981320880587058,84.89339,57.357613,61.55902147085793,46.470710952314285
8.01734489659773,92.58727,67.568146,61.59495912232858,46.47988993361143
8.053368912608406,89.3978,58.564568,61.630947270445596,46.4889743678578
8.089392928619079,85.80336,57.30451,61.66698549800776,46.497965036197186
8.125416944629754,109.05394,67.45857,61.703073381289464,46.50686273198938
8.161440960640427,72.61481,51.620525,61.73921049008036,46.515668260735765
8.197464976651101,84.3335,57.416786,61.775396387725976,46.524382440003365
8.233488992661774,91.34593,63.23906,61.8116306311691,46.533006099347304
8.269513008672448,91.305405,63.06719,61.84791277099199,46.541540080231854
8.305537024683122,62.731583,47.02679,61.88424235145938,46.54998523594982
8.341561040693795,84.717255,57.374527,61.92061891056228,46.55834243154053
8.377585056704469,108.320114,66.29982,61.957041980062684,46.56661254370629
8.413609072715143,93.38754,68.792984,61.993511085538906,46.57479646072724
8.449633088725816,87.94448,57.602074,62.030025746431875,46.58289508237491
8.485657104736491,74.52983,54.788445,62.066585476092115,46.59090931982412
8.521681120747164,98.66312,68.92605,62.103189781827574,46.59884009556345
8.55770513675784,73.594505,53.253242,62.13983816495219,46.606688343304356
8.593729152768512,84.93126,57.354206,62.176530120835274,46.614455007888644
8.629753168779185,67.8154,47.858814,62.21326513895167,46.62214104519461
8.66577718478986,73.32133,52.783768,62.25004270293262,46.62974742204177
8.701801200800533,70.60834,49.25702,62.28686229061749,46.637275116094024
8.737825216811206,84.30343,57.420364,62.32372337410618,46.64472511576151
8.773849232821881,89.181885,58.35109,62.36062541981231,46.65209842010105
